2CO 1:1.1 C Παῦλος Παῦλος N-NSM 3972 Παῦλος ! Παῦλος
2CO 5:12.3 . πάλιν πάλιν ADV 3825 πάλιν ! πάλιν
2CO 5:12.4 . ἑαυτοὺς ἑαυτοὺς F-1APM 1438 ἑαυτοῦ ! ἑαυτοῦ
2CO 5:12.5 . συνιστάνομεν συνιστάνομεν V-PAI-1P 4921 συνιστάω ! συνίστημι
2CO 5:12.6 . ὑμῖν, ὑμῖν, P-2DP 5210 ὑμεῖς ! σύ
2CO 5:12.7 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 5:12.8 . ἀφορμὴν ἀφορμὴν N-ASF 874 ἀφορμή ! ἀφορμή
2CO 5:12.9 . διδόντες διδόντες V-PAP-NPM 1325 δίδωμι ! δίδωμι
2CO 5:12.10 . ὑμῖν ὑμῖν P-2DP 5210 ὑμεῖς ! σύ
2CO 5:12.11 . καυχήματος καυχήματος N-GSN 2745 καύχημα ! καύχημα
2CO 5:12.12 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:12.13 . ἡμῶν, ἡμῶν, P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 5:12.14 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 5:12.15 . ἔχητε ἔχητε V-PAS-2P 2192 ἔχω ! ἔχω
2CO 5:12.16 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 5:12.17 . τοὺς τοὺς T-APM 3588 ὁ ! ὁ
2CO 5:12.18 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 5:12.19 . προσώπῳ προσώπῳ N-DSN 4383 πρόσωπον ! πρόσωπον
2CO 5:12.20 . καυχωμένους καυχωμένους V-PNP-APM 2744 καυχάομαι ! καυχάομαι
2CO 5:12.21 . καὶ καὶ CONJ 2532 καί ! καί
2CO 5:12.22 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 5:12.23 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 5:12.24 . καρδίᾳ. καρδίᾳ. N-DSF 2588 καρδία ! καρδία
2CO 5:13.1 . εἴτε εἴτε CONJ 1535 εἴτε ! εἴτε
2CO 5:13.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 5:13.3 . ἐξέστημεν, ἐξέστημεν, V-2AAI-1P 1839 ἐξίστημι ! ἐξίστημι
2CO 5:13.4 . θεῷ· θεῷ· N-DSM 2316 θεός ! θεός
2CO 5:13.5 . εἴτε εἴτε CONJ 1535 εἴτε ! εἴτε
2CO 5:13.6 . σωφρονοῦμεν, σωφρονοῦμεν, V-PAI-1P 4993 σωφρονέω ! σωφρονέω
2CO 5:13.7 . ὑμῖν. ὑμῖν. P-2DP 5210 ὑμεῖς ! σύ
2CO 5:14.1 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 5:14.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 5:14.3 . ἀγάπη ἀγάπη N-NSF 26 ἀγάπη ! ἀγάπη
2CO 5:14.4 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 5:14.5 . Χριστοῦ Χριστοῦ N-GSM 5547 Χριστός ! Χριστός
2CO 5:14.6 . συνέχει συνέχει V-PAI-3S 4912 συνέχω ! συνέχω
2CO 5:14.7 . ἡμᾶς, ἡμᾶς, P-1AP 2249 ἡμεῖς ! ἐγώ
2CO 5:15.1 . κρίναντας κρίναντας V-AAP-APM 2919 κρίνω ! κρίνω
2CO 5:15.2 . τοῦτο, τοῦτο, D-ASN 3778 οὗτος ! οὗτος
2CO 5:15.3 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 5:15.4 . εἷς εἷς A-NSM 1520 εἷς ! εἷς
2CO 5:15.5 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:15.6 . πάντων πάντων A-GPM 3956 πᾶς ! πᾶς
2CO 5:15.7 . ἀπέθανεν· ἀπέθανεν· V-2AAI-3S 599 ἀποθνήσκω ! ἀποθνῄσκω
2CO 5:15.8 . ἄρα ἄρα PRT 686 ἄρα ! ἄρα
2CO 5:15.9 . οἱ οἱ T-NPM 3588 ὁ ! ὁ
2CO 5:15.10 . πάντες πάντες A-NPM 3956 πᾶς ! πᾶς
2CO 5:15.11 . ἀπέθανον· ἀπέθανον· V-2AAI-3P 599 ἀποθνήσκω ! ἀποθνῄσκω
2CO 5:15.12 . καὶ καὶ CONJ 2532 καί ! καί
2CO 5:15.13 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:15.14 . πάντων πάντων A-GPM 3956 πᾶς ! πᾶς
2CO 5:15.15 . ἀπέθανεν ἀπέθανεν V-2AAI-3S 599 ἀποθνήσκω ! ἀποθνῄσκω
2CO 5:15.16 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 5:15.17 . οἱ οἱ T-NPM 3588 ὁ ! ὁ
2CO 5:15.18 . ζῶντες ζῶντες V-PAP-NPM 2198 ζάω ! ζάω
2CO 5:15.19 . μηκέτι μηκέτι ADV-N 3371 μηκέτι ! μηκέτι
2CO 5:15.20 . ἑαυτοῖς ἑαυτοῖς F-3DPM 1438 ἑαυτοῦ ! ἑαυτοῦ
2CO 5:15.21 . ζῶσιν ζῶσιν V-PAS-3P 2198 ζάω ! ζάω
2CO 5:15.22 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 5:15.23 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 5:15.24 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:15.25 . αὐτῶν αὐτῶν P-GPM 846 αὐτός ! αὐτός
2CO 5:15.26 . ἀποθανόντι ἀποθανόντι V-2AAP-DSM 599 ἀποθνήσκω ! ἀποθνῄσκω
2CO 5:15.27 . καὶ καὶ CONJ 2532 καί ! καί
2CO 5:15.28 . ἐγερθέντι. ἐγερθέντι. V-APP-DSM 1453 ἐγείρω ! ἐγείρω
2CO 5:16.1 . ὥστε ὥστε CONJ 5620 ὥστε ! ὥστε
2CO 5:16.2 . ἡμεῖς ἡμεῖς P-1NP 2249 ἡμεῖς ! ἐγώ
2CO 5:16.3 . ἀπὸ ἀπὸ PREP 575 ἀπό ! ἀπό
2CO 5:16.4 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 5:16.5 . νῦν νῦν ADV 3568 νῦν ! νῦν
2CO 5:16.6 . οὐδένα οὐδένα A-ASM-N 3762 οὐδείς ! οὐδείς
2CO 5:16.7 . οἴδαμεν οἴδαμεν V-RAI-1P 1492 εἴδω ! οἶδα
2CO 5:16.8 . κατὰ κατὰ PREP 2596 κατά ! κατά
2CO 5:16.9 . σάρκα· σάρκα· N-ASF 4561 σάρξ ! σάρξ
2CO 5:16.10 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 5:16.11 . καὶ καὶ CONJ 2532 καί ! καί
2CO 5:16.12 . ἐγνώκαμεν ἐγνώκαμεν V-RAI-1P 1097 γινώσκω ! γινώσκω
2CO 5:16.13 . κατὰ κατὰ PREP 2596 κατά ! κατά
2CO 5:16.14 . σάρκα σάρκα N-ASF 4561 σάρξ ! σάρξ
2CO 5:16.15 . Χριστόν, Χριστόν, N-ASM 5547 Χριστός ! Χριστός
2CO 5:16.16 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 5:16.17 . νῦν νῦν ADV 3568 νῦν ! νῦν
2CO 5:16.18 . οὐκέτι οὐκέτι ADV-N 3765 οὐκέτι ! οὐκέτι
2CO 5:16.19 . γινώσκομεν. γινώσκομεν. V-PAI-1P 1097 γινώσκω ! γινώσκω
2CO 5:17.1 . ὥστε ὥστε CONJ 5620 ὥστε ! ὥστε
2CO 5:17.2 . εἴ εἴ COND 1487 εἰ ! εἰ
2CO 5:17.3 . τις τις X-NSM 5100 τὶς ! τὶς
2CO 5:17.4 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 5:17.5 . Χριστῷ, Χριστῷ, N-DSM 5547 Χριστός ! Χριστός
2CO 5:17.6 . καινὴ καινὴ A-NSF 2537 καινός ! καινός
2CO 5:17.7 . κτίσις· κτίσις· N-NSF 2937 κτίσις ! κτίσις
2CO 5:17.8 . τὰ τὰ T-NPN 3588 ὁ ! ὁ
2CO 5:17.9 . ἀρχαῖα ἀρχαῖα A-NPN 744 ἀρχαῖος ! ἀρχαῖος
2CO 5:17.10 . παρῆλθεν, παρῆλθεν, V-2AAI-3S 3928 παρέρχομαι ! παρέρχομαι
2CO 5:17.11 . ἰδοὺ ἰδοὺ V-2AMM-2S 3708 ὁράω ! ὁράω
2CO 5:17.12 . γέγονεν γέγονεν V-2RAI-3S 1096 γίνομαι ! γίνομαι
2CO 5:17.13 . καινά· καινά· A-NPN 2537 καινός ! καινός
2CO 5:18.1 . τὰ τὰ T-NPN 3588 ὁ ! ὁ
2CO 5:18.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 5:18.3 . πάντα πάντα A-NPN 3956 πᾶς ! πᾶς
2CO 5:18.4 . ἐκ ἐκ PREP 1537 ἐκ ! ἐκ
2CO 5:18.5 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 5:18.6 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 5:18.7 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 5:18.8 . καταλλάξαντος καταλλάξαντος V-AAP-GSM 2644 καταλλάσσω ! καταλλάσσω
2CO 5:18.9 . ἡμᾶς ἡμᾶς P-1AP 2249 ἡμεῖς ! ἐγώ
2CO 5:18.10 . ἑαυτῷ ἑαυτῷ F-3DSM 1438 ἑαυτοῦ ! ἑαυτοῦ
2CO 5:18.11 . διὰ διὰ PREP 1223 διά ! διά
2CO 5:18.12 . Χριστοῦ Χριστοῦ N-GSM 5547 Χριστός ! Χριστός
2CO 5:18.13 . καὶ καὶ CONJ 2532 καί ! καί
2CO 5:18.14 . δόντος δόντος V-2AAP-GSM 1325 δίδωμι ! δίδωμι
2CO 5:18.15 . ἡμῖν ἡμῖν P-1DP 2249 ἡμεῖς ! ἐγώ
2CO 5:18.16 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 5:18.17 . διακονίαν διακονίαν N-ASF 1248 διακονία ! διακονία
2CO 5:18.18 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 5:18.19 . καταλλαγῆς, καταλλαγῆς, N-GSF 2643 καταλλαγή ! καταλλαγή
2CO 5:19.1 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 5:19.2 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 5:19.3 . θεὸς θεὸς N-NSM 2316 θεός ! θεός
2CO 5:19.4 . ἦν ἦν V-IAI-3S 1510 εἰμί ! εἰμί
2CO 5:19.5 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 5:19.6 . Χριστῷ Χριστῷ N-DSM 5547 Χριστός ! Χριστός
2CO 5:19.7 . κόσμον κόσμον N-ASM 2889 κόσμος ! κόσμος
2CO 5:19.8 . καταλλάσσων καταλλάσσων V-PAP-NSM 2644 καταλλάσσω ! καταλλάσσω
2CO 5:19.9 . ἑαυτῷ, ἑαυτῷ, F-3DSM 1438 ἑαυτοῦ ! ἑαυτοῦ
2CO 5:19.10 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 5:19.11 . λογιζόμενος λογιζόμενος V-PNP-NSM 3049 λογίζομαι ! λογίζομαι
2CO 5:19.12 . αὐτοῖς αὐτοῖς P-DPM 846 αὐτός ! αὐτός
2CO 5:19.13 . τὰ τὰ T-APN 3588 ὁ ! ὁ
2CO 5:19.14 . παραπτώματα παραπτώματα N-APN 3900 παράπτωμα ! παράπτωμα
2CO 5:19.15 . αὐτῶν, αὐτῶν, P-GPM 846 αὐτός ! αὐτός
2CO 5:19.16 . καὶ καὶ CONJ 2532 καί ! καί
2CO 5:19.17 . θέμενος θέμενος V-2AMP-NSM 5087 τίθημι ! τίθημι
2CO 5:19.18 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 5:19.19 . ἡμῖν ἡμῖν P-1DP 2249 ἡμεῖς ! ἐγώ
2CO 5:19.20 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 5:19.21 . λόγον λόγον N-ASM 3056 λόγος ! λόγος
2CO 5:19.22 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 5:19.23 . καταλλαγῆς. καταλλαγῆς. N-GSF 2643 καταλλαγή ! καταλλαγή
2CO 5:20.1 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:20.2 . Χριστοῦ Χριστοῦ N-GSM 5547 Χριστός ! Χριστός
2CO 5:20.3 . οὖν οὖν CONJ 3767 οὖν ! οὖν
2CO 5:20.4 . πρεσβεύομεν πρεσβεύομεν V-PAI-1P 4243 πρεσβεύω ! πρεσβεύω
2CO 5:20.5 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 5:20.6 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 5:20.7 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 5:20.8 . παρακαλοῦντος παρακαλοῦντος V-PAP-GSM 3870 παρακαλέω ! παρακαλέω
2CO 5:20.9 . δι’ δι’ PREP 1223 διά ! διά
2CO 5:20.10 . ἡμῶν· ἡμῶν· P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 5:20.11 . δεόμεθα δεόμεθα V-PNI-1P 1189 δέομαι ! δέομαι
2CO 5:20.12 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:20.13 . Χριστοῦ, Χριστοῦ, N-GSM 5547 Χριστός ! Χριστός
2CO 5:20.14 . καταλλάγητε καταλλάγητε V-2APM-2P 2644 καταλλάσσω ! καταλλάσσω
2CO 5:20.15 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 5:20.16 . θεῷ. θεῷ. N-DSM 2316 θεός ! θεός
2CO 5:21.1 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 5:21.2 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 5:21.3 . γνόντα γνόντα V-2AAP-ASM 1097 γινώσκω ! γινώσκω
2CO 5:21.4 . ἁμαρτίαν ἁμαρτίαν N-ASF 266 ἁμαρτία ! ἁμαρτία
2CO 5:21.5 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 5:21.6 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 5:21.7 . ἁμαρτίαν ἁμαρτίαν N-ASF 266 ἁμαρτία ! ἁμαρτία
2CO 5:21.8 . ἐποίησεν, ἐποίησεν, V-AAI-3S 4160 ποιέω ! ποιέω
2CO 5:21.9 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 5:21.10 . ἡμεῖς ἡμεῖς P-1NP 2249 ἡμεῖς ! ἐγώ
2CO 5:21.11 . γενώμεθα γενώμεθα V-2ADS-1P 1096 γίνομαι ! γίνομαι
2CO 5:21.12 . δικαιοσύνη δικαιοσύνη N-NSF 1343 δικαιοσύνη ! δικαιοσύνη
2CO 5:21.13 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 5:21.14 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 5:21.15 . αὐτῷ. αὐτῷ. P-DSM 846 αὐτός ! αὐτός
2CO 6:1.1 C Συνεργοῦντες Συνεργοῦντες V-PAP-NPM 4903 συνεργέω ! συνεργέω
2CO 6:1.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 6:1.3 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:1.4 . παρακαλοῦμεν παρακαλοῦμεν V-PAI-1P 3870 παρακαλέω ! παρακαλέω
2CO 6:1.5 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 6:1.6 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 6:1.7 . κενὸν κενὸν A-ASN 2756 κενός ! κενός
2CO 6:1.8 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 6:1.9 . χάριν χάριν N-ASF 5485 χάρις ! χάρις
2CO 6:1.10 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 6:1.11 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 6:1.12 . δέξασθαι δέξασθαι V-ADN 1209 δέχομαι ! δέχομαι
2CO 6:1.13 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 6:2.1 . λέγει λέγει V-PAI-3S 3004 λέγω ! λέγω
2CO 6:2.2 . γάρ, γάρ, CONJ 1063 γάρ ! γάρ
2CO 6:2.3 . καιρῷ καιρῷ N-DSM 2540 καιρός ! καιρός
2CO 6:2.4 . δεκτῷ δεκτῷ A-DSM 1184 δεκτός ! δεκτός
2CO 6:2.5 . ἐπήκουσά ἐπήκουσά V-AAI-1S 1873 ἐπακούω ! ἐπακούω
2CO 6:2.6 . σου σου P-2GS 4771 σύ ! σύ
2CO 6:2.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:2.8 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:2.9 . ἡμέρᾳ ἡμέρᾳ N-DSF 2250 ἡμέρα ! ἡμέρα
2CO 6:2.10 . σωτηρίας σωτηρίας N-GSF 4991 σωτηρία ! σωτηρία
2CO 6:2.11 . ἐβοήθησά ἐβοήθησά V-AAI-1S 997 βοηθέω ! βοηθέω
2CO 6:2.12 . σοι· σοι· P-2DS 4771 σύ ! σύ
2CO 6:2.13 . ἰδοὺ ἰδοὺ V-2AMM-2S 3708 ὁράω ! ὁράω
2CO 6:2.14 . νῦν νῦν ADV 3568 νῦν ! νῦν
2CO 6:2.15 . καιρὸς καιρὸς N-NSM 2540 καιρός ! καιρός
2CO 6:2.16 . εὐπρόσδεκτος, εὐπρόσδεκτος, A-NSM 2144 εὐπρόσδεκτος ! εὐπρόσδεκτος
2CO 6:2.17 . ἰδοὺ ἰδοὺ V-2AMM-2S 3708 ὁράω ! ὁράω
2CO 6:2.18 . νῦν νῦν ADV 3568 νῦν ! νῦν
2CO 6:2.19 . ἡμέρα ἡμέρα N-NSF 2250 ἡμέρα ! ἡμέρα
2CO 6:2.20 . σωτηρίας σωτηρίας N-GSF 4991 σωτηρία ! σωτηρία
2CO 6:3.1 . μηδεμίαν μηδεμίαν A-ASF-N 3367 μηδείς ! μηδείς
2CO 6:3.2 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:3.3 . μηδενὶ μηδενὶ A-DSN-N 3367 μηδείς ! μηδείς
2CO 6:3.4 . διδόντες διδόντες V-PAP-NPM 1325 δίδωμι ! δίδωμι
2CO 6:3.5 . προσκοπήν, προσκοπήν, N-ASF 4349 προσκοπή ! προσκοπή
2CO 6:3.6 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 6:3.7 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 6:3.8 . μωμηθῇ μωμηθῇ V-APS-3S 3469 μωμάομαι ! μωμάομαι
2CO 6:3.9 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 6:3.10 . διακονία, διακονία, N-NSF 1248 διακονία ! διακονία
2CO 6:4.1 . ἀλλ’ ἀλλ’ CONJ 235 ἀλλά ! ἀλλά
2CO 6:4.2 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:4.3 . παντὶ παντὶ A-DSN 3956 πᾶς ! πᾶς
2CO 6:4.4 . συνίσταντες συνίσταντες V-PAP-NPM 4921 συνιστάω ! συνίστημι
2CO 6:4.5 . ἑαυτοὺς ἑαυτοὺς F-1APM 1438 ἑαυτοῦ ! ἑαυτοῦ
2CO 6:4.6 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:4.7 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 6:4.8 . διάκονοι, διάκονοι, N-NPM 1249 διάκονος ! διάκονος
2CO 6:4.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:4.10 . ὑπομονῇ ὑπομονῇ N-DSF 5281 ὑπομονή ! ὑπομονή
2CO 6:4.11 . πολλῇ, πολλῇ, A-DSF 4183 πολύς ! πολύς
2CO 6:4.12 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:4.13 . θλίψεσιν, θλίψεσιν, N-DPF 2347 θλῖψις ! θλῖψις
2CO 6:4.14 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:4.15 . ἀνάγκαις, ἀνάγκαις, N-DPF 318 ἀνάγκη ! ἀνάγκη
2CO 6:4.16 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:4.17 . στενοχωρίαις, στενοχωρίαις, N-DPF 4730 στενοχωρία ! στενοχωρία
2CO 6:5.1 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:5.2 . πληγαῖς, πληγαῖς, N-DPF 4127 πληγή ! πληγή
2CO 6:5.3 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:5.4 . φυλακαῖς, φυλακαῖς, N-DPF 5438 φυλακή ! φυλακή
2CO 6:5.5 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:5.6 . ἀκαταστασίαις, ἀκαταστασίαις, N-DPF 181 ἀκαταστασία ! ἀκαταστασία
2CO 6:5.7 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:5.8 . κόποις, κόποις, N-DPM 2873 κόπος ! κόπος
2CO 6:5.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:5.10 . ἀγρυπνίαις, ἀγρυπνίαις, N-DPF 70 ἀγρυπνία ! ἀγρυπνία
2CO 6:5.11 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:5.12 . νηστείαις, νηστείαις, N-DPF 3521 νηστεία ! νηστεία
2CO 6:6.1 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:6.2 . ἁγνότητι, ἁγνότητι, N-DSF 54 ἁγνότης ! ἁγνότης
2CO 6:6.3 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:6.4 . γνώσει, γνώσει, N-DSF 1108 γνῶσις ! γνῶσις
2CO 6:6.5 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:6.6 . μακροθυμίᾳ, μακροθυμίᾳ, N-DSF 3115 μακροθυμία ! μακροθυμία
2CO 6:6.7 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:6.8 . χρηστότητι, χρηστότητι, N-DSF 5544 χρηστότης ! χρηστότης
2CO 6:6.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:6.10 . πνεύματι πνεύματι N-DSN 4151 πνεῦμα ! πνεῦμα
2CO 6:6.11 . ἁγίῳ, ἁγίῳ, A-DSN 40 ἅγιος ! ἅγιος
2CO 6:6.12 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:6.13 . ἀγάπῃ ἀγάπῃ N-DSF 26 ἀγάπη ! ἀγάπη
2CO 6:6.14 . ἀνυποκρίτῳ, ἀνυποκρίτῳ, A-DSF 505 ἀνυπόκριτος ! ἀνυπόκριτος
2CO 6:7.1 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:7.2 . λόγῳ λόγῳ N-DSM 3056 λόγος ! λόγος
2CO 6:7.3 . ἀληθείας, ἀληθείας, N-GSF 225 ἀλήθεια ! ἀλήθεια
2CO 6:7.4 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 6:7.5 . δυνάμει δυνάμει N-DSF 1411 δύναμις ! δύναμις
2CO 6:7.6 . θεοῦ· θεοῦ· N-GSM 2316 θεός ! θεός
2CO 6:7.7 . διὰ διὰ PREP 1223 διά ! διά
2CO 6:7.8 . τῶν τῶν T-GPN 3588 ὁ ! ὁ
2CO 6:7.9 . ὅπλων ὅπλων N-GPN 3696 ὅπλον ! ὅπλον
2CO 6:7.10 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 6:7.11 . δικαιοσύνης δικαιοσύνης N-GSF 1343 δικαιοσύνη ! δικαιοσύνη
2CO 6:7.12 . τῶν τῶν T-GPF 3588 ὁ ! ὁ
2CO 6:7.13 . δεξιῶν δεξιῶν A-GPF 1188 δεξιός ! δεξιός
2CO 6:7.14 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:7.15 . ἀριστερῶν, ἀριστερῶν, A-GPF 710 ἀριστερός ! ἀριστερός
2CO 6:8.1 . διὰ διὰ PREP 1223 διά ! διά
2CO 6:8.2 . δόξης δόξης N-GSF 1391 δόξα ! δόξα
2CO 6:8.3 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:8.4 . ἀτιμίας, ἀτιμίας, N-GSF 819 ἀτιμία ! ἀτιμία
2CO 6:8.5 . διὰ διὰ PREP 1223 διά ! διά
2CO 6:8.6 . δυσφημίας δυσφημίας N-GSF 1426 δυσφημία ! δυσφημία
2CO 6:8.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:8.8 . εὐφημίας· εὐφημίας· N-GSF 2162 εὐφημία ! εὐφημία
2CO 6:8.9 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:8.10 . πλάνοι πλάνοι A-NPM 4108 πλάνος ! πλάνος
2CO 6:8.11 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:8.12 . ἀληθεῖς, ἀληθεῖς, A-NPM 227 ἀληθής ! ἀληθής
2CO 6:9.1 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:9.2 . ἀγνοούμενοι ἀγνοούμενοι V-PPP-NPM 50 ἀγνοέω ! ἀγνοέω
2CO 6:9.3 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:9.4 . ἐπιγινωσκόμενοι, ἐπιγινωσκόμενοι, V-PPP-NPM 1921 ἐπιγινώσκω ! ἐπιγινώσκω
2CO 6:9.5 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:9.6 . ἀποθνῄσκοντες ἀποθνῄσκοντες V-PAP-NPM 599 ἀποθνήσκω ! ἀποθνῄσκω
2CO 6:9.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:9.8 . ἰδοὺ ἰδοὺ V-2AMM-2S 3708 ὁράω ! ὁράω
2CO 6:9.9 . ζῶμεν, ζῶμεν, V-PAI-1P 2198 ζάω ! ζάω
2CO 6:9.10 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:9.11 . παιδευόμενοι παιδευόμενοι V-PPP-NPM 3811 παιδεύω ! παιδεύω
2CO 6:9.12 . καὶ καὶ CONJ 2532 καί ! καί
2CO 6:9.13 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 6:9.14 . θανατούμενοι, θανατούμενοι, V-PPP-NPM 2289 θανατόω ! θανατόω
2CO 6:10.1 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:10.2 . λυπούμενοι λυπούμενοι V-PPP-NPM 3076 λυπέω ! λυπέω
2CO 6:10.3 . ἀεὶ ἀεὶ ADV 104 ἀεί ! ἀεί
2CO 6:10.4 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 6:10.5 . χαίροντες, χαίροντες, V-PAP-NPM 5463 χαίρω ! χαίρω
2CO 6:10.6 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 6:10.7 . πτωχοὶ πτωχοὶ A-NPM 4434 πτωχός ! πτωχός
2CO 6:10.8 . πολλοὺς πολλοὺς A-APM 4183 πολύς ! πολύς
